Recorder,StartTime,EndTime,StartTemp,EndTemp,SheetName,Year,species,1,2,3,4,5,6,7,8,9,10,E
"Matt Berry, Janelle Taylor",13:42,14:25,82,86,11-Aug-05,2005,European Skipper,1,0,0,0,2,0,0,0,0,0,0
"Matt Berry, Janelle Taylor",13:42,14:25,82,86,11-Aug-05,2005,Gray Hairstreak,0,0,0,0,0,1,0,0,0,0,0
"Matt Berry, Janelle Taylor",13:42,14:25,82,86,11-Aug-05,2005,Least Skipper,0,0,0,0,1,7,3,0,0,0,2
"Matt Berry, Janelle Taylor",13:42,14:25,82,86,11-Aug-05,2005,Monarch,0,0,0,2,5,2,4,5,0,0,0
"Matt Berry, Janelle Taylor",13:42,14:25,82,86,11-Aug-05,2005,Orange Sulphur,0,0,1,0,0,0,0,0,0,0,0
"Matt Berry, Janelle Taylor",13:42,14:25,82,86,11-Aug-05,2005,Pearl Crescent,1,0,0,0,4,0,0,3,1,0,1
Matt Berry,13:46,14:45,77,79,18-Aug-05,2005,Cabbage White,0,0,0,0,0,1,2,0,0,0,0
Matt Berry,13:46,14:45,77,79,18-Aug-05,2005,Clouded Sulphur,0,0,0,0,0,0,0,1,0,0,0
Matt Berry,13:46,14:45,77,79,18-Aug-05,2005,Eastern Tiger Swallowtail,0,0,0,0,1,0,0,0,0,0,0
Matt Berry,13:46,14:45,77,79,18-Aug-05,2005,Eastern Tailed Blue,1,0,0,3,8,0,2,3,4,3,5
Matt Berry,13:46,14:45,77,79,18-Aug-05,2005,Gray Hairstreak,0,0,0,0,0,0,0,1,0,0,1
Matt Berry,13:46,14:45,77,79,18-Aug-05,2005,Least Skipper,0,0,0,1,3,1,1,1,0,0,0
Matt Berry,13:46,14:45,77,79,18-Aug-05,2005,Monarch,2,0,0,0,6,0,2,1,1,0,0
Matt Berry,13:46,14:45,77,79,18-Aug-05,2005,Orange Sulphur,0,0,0,0,0,0,0,0,1,0,0
Matt Berry,13:46,14:45,77,79,18-Aug-05,2005,Pearl Crescent,1,0,0,0,1,1,1,4,3,2,3
Matt Berry,13:46,14:45,77,79,18-Aug-05,2005,Red Admiral,1,0,0,0,0,0,0,0,0,0,0
Matt Berry,13:46,14:45,77,79,18-Aug-05,2005,Spicebush Swallowtail,0,0,0,0,0,0,0,1,0,0,0
Matt Berry,13:46,14:45,77,79,18-Aug-05,2005,Viceroy,0,0,0,0,0,0,0,0,1,0,0
Matt Berry,13:46,14:45,77,79,18-Aug-05,2005,Wild Indigo Duskywing,1,0,0,1,0,0,0,0,0,0,1
Matt Berry,13:46,14:45,77,79,18-Aug-05,2005,Zabulon Skipper,0,0,0,0,1,0,0,1,0,0,0
Matt Berry,14:05,14:48,78,79,1-Sep-05,2005,Cabbage White,0,0,0,1,0,0,0,0,0,0,0
Matt Berry,14:05,14:48,78,79,1-Sep-05,2005,Eastern Tailed Blue,4,1,1,0,7,8,3,17,5,0,16
Matt Berry,14:05,14:48,78,79,1-Sep-05,2005,Least Skipper,0,0,0,0,1,0,1,0,0,0,0
Matt Berry,14:05,14:48,78,79,1-Sep-05,2005,Monarch,0,0,0,0,2,0,0,0,0,0,0
Matt Berry,14:05,14:48,78,79,1-Sep-05,2005,Orange Sulphur,0,0,0,0,1,0,0,1,0,0,0
Matt Berry,14:05,14:48,78,79,1-Sep-05,2005,Pearl Crescent,0,3,4,0,2,1,1,4,1,0,1
Matt Berry,14:05,14:48,78,79,1-Sep-05,2005,Viceroy,0,0,0,1,0,0,0,3,1,0,0
Matt Berry,14:05,14:48,78,79,1-Sep-05,2005,Wild Indigo Duskywing,0,0,0,0,0,0,0,0,0,0,1
Matt Berry,13:47,14:27,75,77,8-Sep-05,2005,Cabbage White,0,0,1,2,0,0,0,1,3,0,2
Matt Berry,13:47,14:27,75,77,8-Sep-05,2005,Clouded Sulphur,0,0,0,0,0,0,0,1,0,0,0
Matt Berry,13:47,14:27,75,77,8-Sep-05,2005,Eastern Tailed Blue,1,0,0,1,1,0,0,3,0,0,0
Matt Berry,13:47,14:27,75,77,8-Sep-05,2005,Least Skipper,0,0,0,0,3,0,0,0,0,0,0
Matt Berry,13:47,14:27,75,77,8-Sep-05,2005,Monarch,0,0,1,0,1,1,2,0,0,0,0
Matt Berry,13:47,14:27,75,77,8-Sep-05,2005,Orange Sulphur,0,0,0,1,0,0,0,2,0,0,0
Matt Berry,13:47,14:27,75,77,8-Sep-05,2005,Painted Lady,0,0,0,0,0,0,0,0,1,0,0
Matt Berry,13:47,14:27,75,77,8-Sep-05,2005,Pearl Crescent,1,2,0,6,5,0,0,8,0,0,1
Matt Berry,13:47,14:27,75,77,8-Sep-05,2005,Viceroy,1,2,2,2,1,0,0,1,1,0,0
Matt Berry,13:47,14:27,75,77,8-Sep-05,2005,Zabulon Skipper,0,0,0,0,1,0,0,0,0,0,0
Matt Berry,13:49,14:31,80,82,15-Sep-05,2005,Cabbage White,3,0,1,2,1,0,0,1,1,2,2
Matt Berry,13:49,14:31,80,82,15-Sep-05,2005,Eastern Tailed Blue,0,0,0,1,0,1,0,3,3,0,1
Matt Berry,13:49,14:31,80,82,15-Sep-05,2005,Eastern Tiger Swallowtail,0,0,0,0,1,0,0,0,0,0,0
Matt Berry,13:49,14:31,80,82,15-Sep-05,2005,Least Skipper,0,0,0,0,0,1,0,0,0,0,0
Matt Berry,13:49,14:31,80,82,15-Sep-05,2005,Monarch,0,1,0,2,1,2,4,2,1,0,0
Matt Berry,13:49,14:31,80,82,15-Sep-05,2005,Orange Sulphur,0,0,0,2,0,0,0,3,2,1,1
Matt Berry,13:49,14:31,80,82,15-Sep-05,2005,Pearl Crescent,0,0,0,1,0,2,0,5,0,0,0
Matt Berry,13:49,14:31,80,82,15-Sep-05,2005,Viceroy,0,1,2,5,0,0,0,0,2,0,2
Matt Berry,14:20,15:07,84,85,22-Sep-05,2005,Cabbage White,0,1,0,0,1,0,1,4,0,0,2
Matt Berry,14:20,15:07,84,85,22-Sep-05,2005,Eastern Tailed Blue,0,0,0,1,0,0,1,1,0,0,1
Matt Berry,14:20,15:07,84,85,22-Sep-05,2005,Least Skipper,0,0,0,0,1,0,0,0,0,0,0
Matt Berry,14:20,15:07,84,85,22-Sep-05,2005,Monarch,0,0,0,0,0,1,0,1,0,0,2
Matt Berry,14:20,15:07,84,85,22-Sep-05,2005,Orange Sulphur,1,0,0,0,0,0,0,2,1,0,0
Matt Berry,14:20,15:07,84,85,22-Sep-05,2005,Painted Lady,0,0,0,0,0,0,0,1,2,0,0
Matt Berry,14:20,15:07,84,85,22-Sep-05,2005,Pearl Crescent,0,0,0,1,2,0,0,2,0,0,0
Matt Berry,14:20,15:07,84,85,22-Sep-05,2005,Viceroy,0,0,0,0,0,0,0,0,1,1,0
Matt Berry,14:55,15:40,61,62,29-Sep-05,2005,Cabbage White,1,0,1,0,0,0,0,0,0,0,0
Matt Berry,14:55,15:40,61,62,29-Sep-05,2005,Eastern Tailed Blue,0,0,0,0,0,0,0,1,0,0,0
Matt Berry,14:55,15:40,61,62,29-Sep-05,2005,Eastern Tiger Swallowtail,0,0,0,0,0,0,0,0,0,0,1
Matt Berry,14:55,15:40,61,62,29-Sep-05,2005,Monarch,0,0,0,0,0,1,0,1,0,0,0
Matt Berry,14:55,15:40,61,62,29-Sep-05,2005,Orange Sulphur,1,0,0,0,0,0,0,3,0,0,1
Matt Berry,14:55,15:40,61,62,29-Sep-05,2005,Painted Lady,3,0,0,0,0,0,0,2,0,0,0
Matt Berry,14:55,15:40,61,62,29-Sep-05,2005,Pearl Crescent,0,0,0,0,0,0,0,0,0,0,2
Matt Berry,14:55,15:40,61,62,29-Sep-05,2005,Viceroy,0,0,0,0,0,0,0,0,2,0,1
Matt Berry,13:47,14:21,76,78,6-Oct-05,2005,Cabbage White,1,0,0,0,0,0,0,0,0,0,1
Matt Berry,13:47,14:21,76,78,6-Oct-05,2005,Eastern Tailed Blue,0,0,1,0,0,0,0,0,3,0,0
Matt Berry,13:47,14:21,76,78,6-Oct-05,2005,Monarch,0,0,0,0,0,0,0,1,6,0,0
Matt Berry,13:47,14:21,76,78,6-Oct-05,2005,Orange Sulphur,3,0,3,1,0,0,0,2,2,1,1
Matt Berry,13:47,14:21,76,78,6-Oct-05,2005,Painted Lady,1,0,0,0,0,0,0,0,5,0,0
Matt Berry,13:47,14:21,76,78,6-Oct-05,2005,Pearl Crescent,0,0,0,0,0,0,2,0,0,0,0
Matt Berry,13:47,14:21,76,78,6-Oct-05,2005,Viceroy,0,0,0,1,0,0,0,2,1,0,1
Nicole Cavender,14:20,15:05,62,NA,10-Apr-06,2006,Cabbage White,0,0,1,0,0,0,0,0,0,1,0
Nicole Cavender,14:45,15:45,65,NA,18-Apr-06,2006,Cabbage White,0,7,1,0,0,0,0,0,0,6,0
Nicole Cavender,NA,NA,NA,NA,28-Apr-06,2006,Black Swallowtail,0,1,0,0,0,0,0,0,0,0,0
Nicole Cavender,NA,NA,NA,NA,28-Apr-06,2006,Cabbage White,0,2,0,3,0,0,0,0,0,0,0
Nicole Cavender,NA,NA,NA,NA,28-Apr-06,2006,Eastern Tailed Blue,0,0,0,0,0,0,1,0,0,0,0
Nicole Cavender / Shana Byrd,14:15,15:45,71,85,5-May-06,2006,Black Swallowtail,0,1,0,0,0,0,0,0,0,2,0
Nicole Cavender / Shana Byrd,14:15,15:45,71,85,5-May-06,2006,Cabbage White,0,3,0,1,0,0,0,0,1,4,1
Nicole Cavender / Shana Byrd,14:15,15:45,71,85,5-May-06,2006,Clouded Sulphur,0,6,2,0,1,1,1,0,0,4,2
Nicole Cavender / Shana Byrd,14:15,15:45,71,85,5-May-06,2006,Eastern Tailed Blue,0,0,0,1,0,1,1,0,1,5,0
Nicole Cavender / Shana Byrd,14:15,15:45,71,85,5-May-06,2006,Pearl Crescent,0,1,0,1,0,0,0,0,0,0,1
Nicole Cavender / Shana Byrd,14:15,15:45,71,85,5-May-06,2006,Red Admiral,0,1,0,0,0,0,0,0,0,0,0
Nicole Cavender / Shana Byrd,14:15,15:45,71,85,5-May-06,2006,Red-spotted Purple,0,0,0,0,0,0,0,1,0,1,0
Nicole Cavender / Shana Byrd,14:15,15:45,71,85,5-May-06,2006,Spicebush Swallowtail,0,0,0,0,0,0,0,0,0,0,1
Nicole Cavender / Shana Byrd,15:50,16:30,65,73,17-May-06,2006,Clouded Sulphur,0,0,1,0,0,0,0,0,0,0,0
Nicole Cavender / Shana Byrd,15:50,16:30,65,73,17-May-06,2006,Eastern Tailed Blue,0,1,1,1,0,0,0,0,0,1,0
Nicole Cavender / Shana Byrd,15:50,16:30,65,73,17-May-06,2006,Pearl Crescent,0,0,0,1,0,0,0,0,0,0,0
Nicole Cavender / Shana Byrd,15:50,16:30,65,73,17-May-06,2006,Spicebush Swallowtail,0,0,0,1,0,1,0,0,0,0,0
Nicole Cavender / Shana Byrd,16:20,16:55,77,NA,26-May-06,2006,Clouded Sulphur,0,1,0,0,0,0,0,0,0,0,0
Nicole Cavender / Shana Byrd,16:20,16:55,77,NA,26-May-06,2006,Eastern Tailed Blue,0,3,0,0,0,1,0,0,0,0,0
Nicole Cavender / Shana Byrd,16:20,16:55,77,NA,26-May-06,2006,Peck's Skipper,0,0,0,0,0,1,0,0,0,0,0
Nicole Cavender / Shana Byrd,16:20,16:55,77,NA,26-May-06,2006,Spicebush Swallowtail,0,0,0,0,0,0,0,0,0,1,0
Nicole Cavender / Shana Byrd,16:20,16:55,77,NA,26-May-06,2006,Viceroy,0,0,0,0,0,0,0,0,0,3,0
Nicole Cavender / Shana Byrd,15:35,17:00,89.4,93.5,30-May-06,2006,Black Swallowtail,0,1,0,0,0,0,0,0,1,0,0
Nicole Cavender / Shana Byrd,15:35,17:00,89.4,93.5,30-May-06,2006,Clouded Sulphur,0,2,0,0,0,0,0,0,0,0,0
Nicole Cavender / Shana Byrd,15:35,17:00,89.4,93.5,30-May-06,2006,Eastern Tailed Blue,0,5,1,1,2,2,0,0,0,2,0
Nicole Cavender / Shana Byrd,15:35,17:00,89.4,93.5,30-May-06,2006,Eastern Tiger Swallowtail,0,0,0,0,0,0,0,0,1,5,0
Nicole Cavender / Shana Byrd,15:35,17:00,89.4,93.5,30-May-06,2006,Little Wood Satyr,0,0,0,0,0,0,0,0,0,3,0
Nicole Cavender / Shana Byrd,15:35,17:00,89.4,93.5,30-May-06,2006,Monarch,2,0,0,0,0,0,0,0,0,0,0
Nicole Cavender / Shana Byrd,15:35,17:00,89.4,93.5,30-May-06,2006,Orange Sulphur,0,2,1,0,0,0,0,0,0,4,0
Nicole Cavender / Shana Byrd,15:35,17:00,89.4,93.5,30-May-06,2006,Pearl Crescent,1,0,0,0,1,8,6,0,4,2,0
Nicole Cavender / Shana Byrd,15:35,17:00,89.4,93.5,30-May-06,2006,Silver-spotted Skipper,0,0,0,0,0,0,4,0,0,0,0
Nicole Cavender / Shana Byrd,15:35,17:00,89.4,93.5,30-May-06,2006,Spicebush Swallowtail,0,0,0,0,0,2,5,0,0,1,0
Nicole Cavender / Shana Byrd,15:35,17:00,89.4,93.5,30-May-06,2006,Viceroy,0,2,0,0,0,0,0,0,0,2,0
Nicole Cavender / Shana Byrd,15:35,17:00,89.4,93.5,30-May-06,2006,Zabulon Skipper,0,0,0,0,0,0,3,0,1,0,0
Nicole Cavender / Shana Byrd,16:05,17:10,77,77,5-Jun-06,2006,Black Swallowtail,0,0,0,0,1,0,0,0,0,0,0
Nicole Cavender / Shana Byrd,16:05,17:10,77,77,5-Jun-06,2006,Cabbage White,0,0,0,0,1,0,2,0,0,0,0
Nicole Cavender / Shana Byrd,16:05,17:10,77,77,5-Jun-06,2006,Clouded Sulphur,0,0,0,0,1,0,0,0,0,0,0
Nicole Cavender / Shana Byrd,16:05,17:10,77,77,5-Jun-06,2006,Eastern Tailed Blue,0,1,0,0,1,0,0,0,0,0,0
Nicole Cavender / Shana Byrd,16:05,17:10,77,77,5-Jun-06,2006,Eastern Tiger Swallowtail,0,0,0,0,0,0,0,0,1,0,0
Nicole Cavender / Shana Byrd,16:05,17:10,77,77,5-Jun-06,2006,Little Wood Satyr,0,0,0,0,0,0,0,0,1,2,0
Nicole Cavender / Shana Byrd,16:05,17:10,77,77,5-Jun-06,2006,Monarch,3,0,0,0,0,0,0,0,0,0,0
Nicole Cavender / Shana Byrd,16:05,17:10,77,77,5-Jun-06,2006,Orange Sulphur,1,0,0,0,4,1,0,0,0,0,0
Nicole Cavender / Shana Byrd,16:05,17:10,77,77,5-Jun-06,2006,Pearl Crescent,0,0,0,0,1,0,0,0,0,1,0
Nicole Cavender / Shana Byrd,16:05,17:10,77,77,5-Jun-06,2006,Silver-spotted Skipper,0,0,0,0,1,0,1,0,1,0,0
Nicole Cavender / Shana Byrd,16:05,17:10,77,77,5-Jun-06,2006,Viceroy,0,0,0,0,0,0,0,0,0,1,0
Nicole Cavender / Shana Byrd,14:35,16:00,80,80,14-Jun-06,2006,Bronze Copper,1,0,0,0,0,0,0,0,0,0,0
Nicole Cavender / Shana Byrd,14:35,16:00,80,80,14-Jun-06,2006,Cabbage White,1,0,2,3,1,0,0,0,12,10,13
Nicole Cavender / Shana Byrd,14:35,16:00,80,80,14-Jun-06,2006,Eastern Tailed Blue,1,0,0,0,0,0,0,0,0,0,0
Nicole Cavender / Shana Byrd,14:35,16:00,80,80,14-Jun-06,2006,Eastern Tiger Swallowtail,0,0,0,0,0,0,0,1,0,0,0
Nicole Cavender / Shana Byrd,14:35,16:00,80,80,14-Jun-06,2006,European Skipper,1,0,0,0,0,0,0,0,0,0,0
Nicole Cavender / Shana Byrd,14:35,16:00,80,80,14-Jun-06,2006,Least Skipper,1,0,0,0,0,0,0,0,0,0,0
Nicole Cavender / Shana Byrd,14:35,16:00,80,80,14-Jun-06,2006,Little Wood Satyr,0,0,0,0,0,0,0,5,0,0,0
Nicole Cavender / Shana Byrd,14:35,16:00,80,80,14-Jun-06,2006,Monarch,1,1,0,0,0,0,0,0,0,0,0
Nicole Cavender / Shana Byrd,14:35,16:00,80,80,14-Jun-06,2006,Orange Sulphur,0,0,0,0,0,0,0,0,1,0,0
Nicole Cavender / Shana Byrd,14:35,16:00,80,80,14-Jun-06,2006,Pearl Crescent,2,0,0,0,0,0,0,0,0,0,0
Nicole Cavender / Shana Byrd,14:35,16:00,80,80,14-Jun-06,2006,Silver-spotted Skipper,0,0,0,0,0,0,0,0,6,0,0
Nicole Cavender / Shana Byrd,14:35,16:00,80,80,14-Jun-06,2006,Summer Azure,1,0,1,0,1,0,0,4,6,4,0
Nicole Cavender / Shana Byrd,14:35,16:00,80,80,14-Jun-06,2006,Viceroy,1,0,0,0,0,0,0,0,0,0,0
Nicole Cavender / Shana Byrd,10:29,12:05,75.2,68.2,28-Jun-06,2006,Cabbage White,5,10,0,2,0,1,1,1,0,1,8
Nicole Cavender / Shana Byrd,10:29,12:05,75.2,68.2,28-Jun-06,2006,Cloudless Sulphur,1,1,0,0,0,0,0,0,0,0,1
Nicole Cavender / Shana Byrd,10:29,12:05,75.2,68.2,28-Jun-06,2006,Eastern Tailed Blue,0,0,0,0,0,1,0,1,0,0,0
Nicole Cavender / Shana Byrd,10:29,12:05,75.2,68.2,28-Jun-06,2006,European Skipper,0,0,0,0,0,0,1,0,0,0,0
Nicole Cavender / Shana Byrd,10:29,12:05,75.2,68.2,28-Jun-06,2006,Great Spangled Fritillary,0,0,0,0,0,1,0,1,1,0,0
Nicole Cavender / Shana Byrd,10:29,12:05,75.2,68.2,28-Jun-06,2006,Least Skipper,0,1,1,1,0,0,0,0,0,0,0
Nicole Cavender / Shana Byrd,10:29,12:05,75.2,68.2,28-Jun-06,2006,Mourning Cloak,0,0,0,0,0,2,0,0,0,0,0
Nicole Cavender / Shana Byrd,10:29,12:05,75.2,68.2,28-Jun-06,2006,Orange Sulphur,0,0,0,2,0,0,1,0,0,0,1
Nicole Cavender / Shana Byrd,10:29,12:05,75.2,68.2,28-Jun-06,2006,Pearl Crescent,0,0,0,0,0,1,0,0,0,0,0
Nicole Cavender / Shana Byrd,10:29,12:05,75.2,68.2,28-Jun-06,2006,Red Admiral,0,0,0,0,0,0,0,1,0,0,0
Nicole Cavender / Shana Byrd,10:29,12:05,75.2,68.2,28-Jun-06,2006,Silver-spotted Skipper,0,0,0,0,0,0,1,0,0,0,0
Nicole Cavender / Shana Byrd,10:29,12:05,75.2,68.2,28-Jun-06,2006,Summer Azure,0,1,3,2,0,2,2,1,1,1,0
Nicole Cavender / Shana Byrd,13:30,15:10,82,82,7-Jul-06,2006,Cabbage White,0,1,2,0,1,1,0,0,0,0,0
Nicole Cavender / Shana Byrd,13:30,15:10,82,82,7-Jul-06,2006,Eastern Tailed Blue,1,6,1,1,0,2,0,0,1,1,0
Nicole Cavender / Shana Byrd,13:30,15:10,82,82,7-Jul-06,2006,European Skipper,0,0,1,0,0,1,0,0,0,0,0
Nicole Cavender / Shana Byrd,13:30,15:10,82,82,7-Jul-06,2006,Great Spangled Fritillary,0,1,4,1,1,1,0,0,0,2,0
Nicole Cavender / Shana Byrd,13:30,15:10,82,82,7-Jul-06,2006,Least Skipper,0,1,0,0,0,0,0,0,0,0,0
Nicole Cavender / Shana Byrd,13:30,15:10,82,82,7-Jul-06,2006,Monarch,0,0,0,0,0,1,0,0,0,1,0
Nicole Cavender / Shana Byrd,13:30,15:10,82,82,7-Jul-06,2006,Orange Sulphur,1,4,0,0,0,0,0,0,0,0,0
Nicole Cavender / Shana Byrd,13:30,15:10,82,82,7-Jul-06,2006,Pearl Crescent,0,1,0,0,0,0,0,0,0,1,0
Nicole Cavender / Shana Byrd,13:30,15:10,82,82,7-Jul-06,2006,Silver-spotted Skipper,0,5,6,0,0,0,0,0,0,0,0
Nicole Cavender / Shana Byrd,13:30,15:10,82,82,7-Jul-06,2006,Summer Azure,0,0,0,0,0,0,0,0,0,2,0
Nicole Cavender / Shana Byrd,16:18,NA,83.3,80,14-Jul-06,2006,Black Swallowtail,0,0,1,0,0,0,0,0,0,0,0
Nicole Cavender / Shana Byrd,16:18,NA,83.3,80,14-Jul-06,2006,Cabbage White,3,4,1,1,0,0,0,0,0,0,0
Nicole Cavender / Shana Byrd,16:18,NA,83.3,80,14-Jul-06,2006,Clouded Sulphur,3,0,0,0,0,0,0,0,0,0,0
Nicole Cavender / Shana Byrd,16:18,NA,83.3,80,14-Jul-06,2006,Eastern Tailed Blue,3,1,2,1,5,2,0,3,2,2,1
Nicole Cavender / Shana Byrd,16:18,NA,83.3,80,14-Jul-06,2006,Gray Hairstreak,0,1,0,0,0,0,0,0,0,0,0
Nicole Cavender / Shana Byrd,16:18,NA,83.3,80,14-Jul-06,2006,Meadow Fritillary,0,0,0,0,0,0,0,0,0,1,0
Nicole Cavender / Shana Byrd,16:18,NA,83.3,80,14-Jul-06,2006,Monarch,4,0,1,0,1,0,0,0,0,0,0
Nicole Cavender / Shana Byrd,16:18,NA,83.3,80,14-Jul-06,2006,Orange Sulphur,2,0,1,1,1,0,0,0,0,0,0
Nicole Cavender / Shana Byrd,16:18,NA,83.3,80,14-Jul-06,2006,Pearl Crescent,3,2,2,1,0,0,0,1,0,0,0
Nicole Cavender / Shana Byrd,16:18,NA,83.3,80,14-Jul-06,2006,Pipevine Swallowtail,0,0,0,0,1,0,0,0,0,0,0
Nicole Cavender / Shana Byrd,16:18,NA,83.3,80,14-Jul-06,2006,Silver-spotted Skipper,0,0,2,0,1,0,0,0,0,0,0
Nicole Cavender / Shana Byrd,16:18,NA,83.3,80,14-Jul-06,2006,Summer Azure,0,0,0,0,0,0,0,0,0,1,0
Nicole Cavender / Shana Byrd,16:18,NA,83.3,80,14-Jul-06,2006,Viceroy,0,0,0,0,1,0,0,0,0,0,0
Nicole Cavender / Shana Byrd,16:18,NA,83.3,80,14-Jul-06,2006,Common Wood Nymph,0,0,0,1,0,0,0,0,0,0,0
Nicole Cavender / Shana Byrd,13:15,14:45,95,94,19-Jul-06,2006,Black Swallowtail,0,2,0,0,0,0,0,0,0,0,0
Nicole Cavender / Shana Byrd,13:15,14:45,95,94,19-Jul-06,2006,Cabbage White,3,2,0,0,1,8,0,0,0,0,0
Nicole Cavender / Shana Byrd,13:15,14:45,95,94,19-Jul-06,2006,Clouded Sulphur,4,1,0,0,0,0,0,0,0,0,0
Nicole Cavender / Shana Byrd,13:15,14:45,95,94,19-Jul-06,2006,Eastern Tailed Blue,0,0,0,0,0,0,0,0,0,0,2
Nicole Cavender / Shana Byrd,13:15,14:45,95,94,19-Jul-06,2006,Eastern Tiger Swallowtail,0,0,0,0,0,0,1,0,0,0,0
Nicole Cavender / Shana Byrd,13:15,14:45,95,94,19-Jul-06,2006,Great Spangled Fritillary,0,0,0,0,0,2,2,1,0,0,0
Nicole Cavender / Shana Byrd,13:15,14:45,95,94,19-Jul-06,2006,Monarch,4,3,0,0,0,2,2,0,0,0,0
Nicole Cavender / Shana Byrd,13:15,14:45,95,94,19-Jul-06,2006,Orange Sulphur,2,2,0,1,0,0,0,1,0,0,0
Nicole Cavender / Shana Byrd,13:15,14:45,95,94,19-Jul-06,2006,Pearl Crescent,0,2,0,0,1,2,1,1,6,1,7
Nicole Cavender / Shana Byrd,13:15,14:45,95,94,19-Jul-06,2006,Silver-spotted Skipper,0,0,0,0,0,0,0,1,0,0,0
Nicole Cavender / Shana Byrd,13:15,14:45,95,94,19-Jul-06,2006,Summer Azure,0,0,0,0,1,0,2,6,6,1,1
Nicole Cavender / Shana Byrd,13:15,14:45,95,94,19-Jul-06,2006,Viceroy,0,0,1,0,0,0,0,0,3,5,0
Nicole Cavender / Shana Byrd,14:44,16:15,88,92,25-Jul-06,2006,Black Swallowtail,0,1,0,0,0,0,0,0,1,0,0
Nicole Cavender / Shana Byrd,14:44,16:15,88,92,25-Jul-06,2006,Cabbage White,7,1,0,0,0,1,0,0,0,0,0
Nicole Cavender / Shana Byrd,14:44,16:15,88,92,25-Jul-06,2006,Clouded Sulphur,4,1,0,0,0,0,0,0,0,0,0
Nicole Cavender / Shana Byrd,14:44,16:15,88,92,25-Jul-06,2006,Common Wood Nymph,0,1,0,0,0,0,0,0,1,0,0
Nicole Cavender / Shana Byrd,14:44,16:15,88,92,25-Jul-06,2006,Eastern Tailed Blue,0,0,0,1,0,0,1,0,0,2,0
Nicole Cavender / Shana Byrd,14:44,16:15,88,92,25-Jul-06,2006,Monarch,11,4,0,0,0,3,5,2,1,3,0
Nicole Cavender / Shana Byrd,14:44,16:15,88,92,25-Jul-06,2006,Orange Sulphur,1,0,0,0,0,0,0,0,0,1,0
Nicole Cavender / Shana Byrd,14:44,16:15,88,92,25-Jul-06,2006,Pearl Crescent,0,2,0,0,1,1,0,0,0,2,0
Nicole Cavender / Shana Byrd,14:44,16:15,88,92,25-Jul-06,2006,Summer Azure,0,0,0,1,0,0,0,0,1,0,0
Nicole Cavender / Shana Byrd,14:44,16:15,88,92,25-Jul-06,2006,Viceroy,0,0,2,0,0,0,0,1,0,2,0
Nicole Cavender / Shana Byrd,14:41,15:45,90,93,31-Jul-06,2006,Orange Sulphur,1,0,0,0,0,0,0,0,0,0,0
Nicole Cavender / Shana Byrd,14:41,15:45,90,93,31-Jul-06,2006,Black Swallowtail,1,2,0,0,0,0,0,0,0,0,0
Nicole Cavender / Shana Byrd,14:41,15:45,90,93,31-Jul-06,2006,Cabbage White,0,0,0,1,0,4,3,2,0,0,0
Nicole Cavender / Shana Byrd,14:41,15:45,90,93,31-Jul-06,2006,Clouded Sulphur,2,0,0,0,0,0,0,0,0,0,0
Nicole Cavender / Shana Byrd,14:41,15:45,90,93,31-Jul-06,2006,Eastern Comma,0,0,0,0,0,0,1,0,0,0,0
Nicole Cavender / Shana Byrd,14:41,15:45,90,93,31-Jul-06,2006,Eastern Tailed Blue,0,0,0,1,0,0,0,0,6,0,0
Nicole Cavender / Shana Byrd,14:41,15:45,90,93,31-Jul-06,2006,Eastern Tiger Swallowtail,0,1,0,0,0,1,0,1,0,0,0
Nicole Cavender / Shana Byrd,14:41,15:45,90,93,31-Jul-06,2006,Great Spangled Fritillary,0,0,0,0,0,0,0,1,0,0,0
Nicole Cavender / Shana Byrd,14:41,15:45,90,93,31-Jul-06,2006,Least Skipper,0,0,0,0,0,0,1,0,0,0,0
Nicole Cavender / Shana Byrd,14:41,15:45,90,93,31-Jul-06,2006,Monarch,2,1,0,0,0,3,3,8,4,0,0
Nicole Cavender / Shana Byrd,14:41,15:45,90,93,31-Jul-06,2006,Pearl Crescent,0,0,1,0,0,0,3,2,2,0,0
Nicole Cavender / Shana Byrd,14:41,15:45,90,93,31-Jul-06,2006,Spicebush Swallowtail,1,0,0,0,0,2,0,0,0,0,0
Nicole Cavender / Shana Byrd,14:41,15:45,90,93,31-Jul-06,2006,Summer Azure,0,0,0,0,0,0,0,2,0,0,2
Nicole Cavender / Shana Byrd,14:41,15:45,90,93,31-Jul-06,2006,Viceroy,0,1,0,0,0,0,0,0,0,2,0
Nicole Cavender / Shana Byrd,16:40,17:45,82,80,9-Aug-06,2006,Orange Sulphur,10,0,0,0,0,0,0,0,0,0,0
Nicole Cavender / Shana Byrd,16:40,17:45,82,80,9-Aug-06,2006,Black Swallowtail,0,0,0,0,0,0,0,0,0,1,0
Nicole Cavender / Shana Byrd,16:40,17:45,82,80,9-Aug-06,2006,Cabbage White,0,0,0,0,2,1,0,0,0,0,0
Nicole Cavender / Shana Byrd,16:40,17:45,82,80,9-Aug-06,2006,Clouded Sulphur,7,0,0,0,0,0,0,0,0,0,0
Nicole Cavender / Shana Byrd,16:40,17:45,82,80,9-Aug-06,2006,Eastern Tailed Blue,1,10,0,2,2,1,6,0,3,0,2
Nicole Cavender / Shana Byrd,16:40,17:45,82,80,9-Aug-06,2006,Eastern Tiger Swallowtail,0,0,0,0,0,0,0,1,0,0,0
